states,scores
2221221211112112202011010,"[0, 0, 1, 0, 0]"
2011220012200121002110010,"[0, 0.0119, 0, 0, 0]"
2211221012200121002110010,"[0, 0.01785, 0, 0, 0]"
2211221112220121002110010,"[0, 0, 0, 0, 0]"
2211221112222121002110011,"[0, 0.0119, 0, 0, 0]"
2211221112222121202111011,"[0, 0, -1, 0, 0]"
2121121012100102002010020,"[0, 0.0119, 0, 0, 0]"
2121121012120102102010020,"[0, 0, -1, 0, 0]"
0211001000020000000000000,"[0.0119, 0, 0, 0, 0]"
2211001010020000000000000,"[0, 0, 0, 0, 0]"
2211221110020100000000000,"[-1, 0, 0, 0, 0]"
2111020210201101012020200,"[0, -1, 0, 0, 0]"
1221020110100200000000000,"[0.0119, 0, 0, 0, 0]"
1221021110100202000000000,"[0.0119, 0, 0, 0, 0]"
1221021110110202000020000,"[0, 0, 0, 0, 0]"
1221021110111202200020000,"[0, 0.0119, 0, 0, 0]"
1221121110111202200022000,"[0, 0, -1, 0, 0]"
0012200010000200001000010,"[0.0119, 0, 0, 0, 0]"
2012200110000200001000010,"[0.0119, 0, 0, 0, 0]"
2012220110100200001000010,"[0.0119, 0, 0, 0, 0]"
2012220111100202001000010,"[0, 0, 0, 0, 0]"
2012220111101222001000010,"[0, 0, 0, 0, 0]"
2212220111101222001010010,"[0, 0.0119, 0, 0, 0]"
2212222111111222001010010,"[0, 0.0119, 0, 0, 0]"
2212222111111222201011010,"[0, 0, -1, 0, 0]"
2101222010100201001000000,"[0.01726, 0, 0, 0, 0]"
2101222011110201201021020,"[0, 0, -1, 0, 0]"
2011210022100102000010000,"[0, 0, 0, 0, 0]"
2211210022100112000010000,"[0, 0.0119, 0, 0, 0]"
2211212122100112000010000,"[0, 0.0119, 0, 0, 0]"
2211212122120112100010000,"[0, 0.0119, 0, 0, 0]"
2211212122121112100012000,"[0, 0, 0.0119, 0, 0]"
2211212122121112120012100,"[0, 0, 0, 0.0119, 0]"
2211212122121112122012110,"[0, 0, 0, 0, 0.0119]"
2101222010210201201011000,"[0, 0, 0, 0.09447, 0]"
2101222012210201201011010,"[0, 0, 0, 0, 0.0119]"
2121122011210211102020000,"[0, -1, -1, 0, 0]"
2211221020100102001010000,"[0, 0.0119, 0, 0, 0]"
2211221020120102101010000,"[0, 0.02196, 0, 0, 0]"
2112120010000000000000000,"[0.0119, 0, 0, 0, 0]"
2112120010200001000000000,"[0.0119, 0, 0, 0, 0]"
2112120110200001000020000,"[0, 0.0119, 0, 0, 0]"
2112122110201001000020000,"[0, -1, 0, 0, 0]"
2121012010200101002000000,"[0.02369, 0, 0, 0, 0]"
2121012210211101212021020,"[0, 0, 0, 0, 0]"
2121112210211101212021220,"[0, 0, 0, 0, -1]"
2121222210210101100010000,"[0, -1, 0, 0, 0]"
2211121020100102000000000,"[0.0119, 0, 0, 0, 0]"
2211121020110102000020000,"[0, 0.0119, 0, 0, 0]"
2211121020110102201020000,"[0, 0.0119, 0, 0, 0]"
2211121020110102201022010,"[0, 0, -1, 0, 0]"
2011220111201011020020200,"[0, 0.0119, 0, 0, 0]"
2211220111201011020120200,"[0, -1, 0, 0, 0]"
2021020010100101002010020,"[0, 0, 0, 0, 0]"
2221121010120101102012020,"[0, 0, -1, 0, 0]"
2211021110122101012020020,"[0, 0.0119, 0, 0, 0]"
2211021110122101212020120,"[0, 0.0119, 0, 0, 0]"
2211121110122101212022120,"[0, 0, 0, 0, 0.0119]"
2211121112122111212022120,"[0, 0, 0, 0, 0.0119]"
2221122011120102102011000,"[0, 0, -1, 0, 0]"
1211222010120202101012010,"[0, 0, -1, 0, 0]"
2011220211101112002020000,"[0, 0.0119, 0, 0, 0]"
2211220211101112012020000,"[0, -1, 0, 0, 0]"
2201211012120122102110000,"[0, 0, -1, 0, 0]"
2121122010210101200000000,"[-1, 0, 0, 0, 0]"
2101222011210201201011020,"[0, 0, 0, 0, 0.07642]"
1101220010200100002000000,"[-1, 0, 0, 0, 0]"
2211022210101100000000000,"[0, 0, 0, 0, 0]"
2211022210101102000010000,"[0, 0, 0.0119, 0, 0]"
0121200012000100000000000,"[-1, 0, 0, 0, 0]"
2211021120100000000000000,"[0, 0, 0, 0, 0]"
2211221120110000000000000,"[0.0119, 0, 0, 0, 0]"
2211221120111002000000000,"[0.0119, 0, 0, 0, 0]"
2211221120111002100020000,"[0, -1, 0, 0, 0]"
2221111010220100102002010,"[-1, 0, 0, 0, 0]"
0221202110010100000000000,"[-1, 0, 0, 0, 0]"
2111210211100102002020020,"[0, 0.0119, 0, 0, 0]"
2111212211101102002020020,"[0, 0.0119, 0, 0, 0]"
2111212211121102102020020,"[0, 0.0119, 0, 0, 0]"
2111212211121112102022020,"[0, 0, 0, 0, 0]"
2111212211121112122022120,"[0, 0, 0, 0, 0.0119]"
2211221211110122202110000,"[0, -1, 0, 0, 0]"
2121020120102100021000010,"[0.0119, 0, 0, 0, 0]"
2121020120102102021010010,"[0, 0, 0, 0, 0]"
2121120120102102021010210,"[0, 0, 0, 0, 0]"
2121122120112102021010210,"[0, 0, 0, 0, 0]"
2121122122112102121010210,"[0, 0.0119, 0, 0, 0]"
2121122122112112121012210,"[0, 0, 0, 0, 0.0119]"
2121110010200200000000000,"[0.0119, 0, 0, 0, 0]"
2121111010200202000000000,"[0.0119, 0, 0, 0, 0]"
2121111011200202000020000,"[0, -1, 0, 0, 0]"
2211121010220101002020010,"[0, 0.41121, 0, 0, 0]"
2211121011220101202020010,"[0, -1, 0.39193, 0, 0]"
2121121112120112102022000,"[0, 0, -1, -1, 0]"
1121021210200102000000000,"[1, 0, 0, 0, 0]"
2101222012210211201011000,"[0, 0, -1, 0, 0]"
2121100022000100001000000,"[0.0119, 0, 0, 0, 0]"
2121120122000100001000000,"[0.01785, 0, 0, 0, 0]"
2121120122200101001000000,"[0.0119, 0, 0, 0, 0]"
2121122122201101011020000,"[0, 0, 0, 0, 0]"
2211221010110102202012010,"[0, 0, -1, 0, 0]"
2101222012210221201111010,"[0, 0, -1, 0, 0]"
2102021010000100000000000,"[0, 0, 0, 0, 0]"
2102021010020100100000000,"[0, 0, 0, 0, 0]"
2102021010020100102000010,"[0.0119, 0, 0, 0, 0]"
2102021010220101102000010,"[0, 0, 0, 0, 0]"
2122021010220101102010010,"[0, 0.0119, 0, 0, 0]"
2122021110220101102012010,"[0, 0, 0.0119, 0, 0]"
2122021110222101112012010,"[0, 0, 0.0119, 0, 0]"
2122121110222101112012210,"[0, 0, 0, 0, 0.0119]"
2122121112222111112012210,"[0, 0, 0, 0, 0.0119]"
2121221012100102002010010,"[0, 0, 0, 0, 0]"
2121221212110102002010010,"[0, -1, 0, 0, 0]"
2111220012100102002010000,"[0, 0.01785, 0, 0, 0]"
2111222012110102002010000,"[0, 0.0119, 0, 0, 0]"
2111222112110102202010000,"[0, -1, 0, 0, 0]"
2211021210100102002000010,"[0.01967, 0, 0, 0, 0]"
2211021210112102112022010,"[0, 0, 0, 0, 0]"
2211121210112102112022210,"[0, 0, 0, 0, 0]"
2211121212112112112022210,"[0, 0, 0, 0, 0.0119]"
1221220111000000000000000,"[0.01726, 0, 0, 0, 0]"
1221220111200001000000000,"[-1, 0, 0, 0, 0]"
1221220111201001000020000,"[0, -1, 0, 0, 0]"
2111221120220101100020000,"[0, 0.0119, 0, 0, 0]"
2111221121220101100022000,"[0, 0, 0.0119, 0, 0]"
2111221121222101110022000,"[0, 0, -1, 0, 0]"
2111222011210221201011020,"[0, 0, 0.05432, 0, 0]"
2111222211211221201011020,"[0, 0, 0.04455, 0, 0]"
2111222211211221221111020,"[0, 0, 0.02371, 0, 0]"
2102001010000100002000000,"[0.01785, 0, 0, 0, 0]"
2102021010010100002000000,"[-1, 0, 0, 0, 0]"
2111221110120102202010020,"[0, -1, 0, 0, 0]"
2211011010020100002000020,"[-1, 0, 0, 0, 0]"
2121112021210112201222011,"[0, 0, -1, 0, 0]"
2111222210211101122020010,"[0, 0.01785, 0, 0, 0]"
2111222210211101122021210,"[0, 0, 0, 0, -1]"
2101021020210100000000000,"[1, 0, 0, 0, 0]"
2111222110120002100012000,"[0, 0, 0.0119, 0, 0]"
2111222110122102100012000,"[0, 0, 0, 1, 0]"
2211122210112102200011000,"[0, 0, -1, 0, 0]"
2211121210200101002020010,"[0, 0.0119, 0, 0, 0]"
2211121210220101102020010,"[0, 0, 0, 0, 0.0119]"
2111222110200101002000000,"[0, 0, 0, 0, 0]"
2211121200102001000000000,"[0, 0, 0, 0, 0]"
2211121202112001000000000,"[0.0119, 0, 0, 0, 0]"
2211121202112001100020000,"[0, 0.0119, 0, 0, 0]"
2211121202112011100022000,"[0, 0, 0.0119, 0, 0]"
2211121202112011120022100,"[0, 0, 0, 0.0119, 0]"
2211121222112011120122100,"[0, 0, 0, 1, 0]"
2211221012110112202110020,"[0, 0.0119, 0, 0, 0]"
2211221012110112202112021,"[0, 0, -1, 0, 0]"
2121120012100110002000020,"[0.0119, 0, 0, 0, 0]"
2121122012110112002100020,"[0.0119, 0, 0, 0, 0]"
2121122012110112102120020,"[0, 0.0119, 0, 0, 0]"
2121122012110112102122021,"[0, 0, -1, 0, 0]"
1201012000210002000010000,"[0, 0.0119, 0, 0, 0]"
1201012010210002200010000,"[0, 0.0119, 0, 0, 0]"
1201012010210102200012000,"[0, 0, 0, 0, 0]"
1221112010210102200012000,"[0, 0, 0, 0, 0]"
1221112010210102202012010,"[0, 0, 0, 0, 0]"
1221112211210102202012010,"[0, 0, -1, 0, 0]"
2201120010200101002010000,"[0, 0.0119, 0, 0, 0]"
2201122010210101002010000,"[0, 0.0119, 0, 0, 0]"
2201122010210101202011000,"[0, 0, -1, 0, 0]"
2021210120000100001000000,"[0.0119, 0, 0, 0, 0]"
2021210120201100001000000,"[0, 0, 0, 0, 0]"
2221210120201100011000000,"[-1, 0, 0, 0, 0]"
2111221010110102202020000,"[0, 0, -1, 0, 0]"
2201221011110122202112010,"[0, 0, -1, 0, 0]"
1221020120200101000010000,"[0, -1, 0, 0, 0]"
2001210020100102000010000,"[0, 0, 0, 0, 0]"
2121210020100102000010000,"[0, 0.0119, 0, 0, 0]"
2121212120100102000010000,"[0, 0.0119, 0, 0, 0]"
2121212120120102100010000,"[0, 0.0119, 0, 0, 0]"
2121212120121102100012000,"[0, 0, 0.0119, 0, 0]"
2121212120121102120012100,"[0, 0, 0, 0.0119, 0]"
2121212120121102122012110,"[0, 0, 0, 0, 0.0119]"
2121212122121112122012110,"[0, 0, 0, 0, 0]"
2211121011110122102022020,"[0, 0, 0, 0, 0]"
2211121011110122102222021,"[0, 0, -1, 0, 0]"
2101120022100102001010020,"[0, 0, 0, 0, 0]"
2121122122112102101010020,"[0, 0.0119, 0, 0, 0]"
2121122122112112101012020,"[0, 0, 0, 0, 0]"
2121122122112112121012120,"[0, 0, 0, 0, 0.0119]"
0210001000000000000000000,"[0.01726, 0, 0, 0, 0]"
2121121220110102000000000,"[-1, 0, 0, 0, 0]"
2021210110100101002020020,"[0, -1, 0, 0, 0]"
2021210111102101002020020,"[0, -1, 0, 0, 0]"
2211201210001000000000000,"[0.0119, 0, 0, 0, 0]"
2211221210101000000000000,"[0, 0, 0, 0, 0]"
2211221210121001000000000,"[0, 0, 0, 0, 0]"
2211221211121001020000000,"[0.0119, 0, 0, 0, 0]"
2211221211121101020020000,"[0, -1, 0, 0, 0]"
2221120011200111000020000,"[0, 0, 0, 0, 0]"
2201010000100000000000000,"[0.0119, 0, 0, 0, 0]"
2201010010100002000000000,"[0.0119, 0, 0, 0, 0]"
2201011010100002000020000,"[0, 0, 0, 0, 0]"
2201011010110202000020000,"[0, 0.0119, 0, 0, 0]"
2201011010110202200021000,"[0, 0, -1, 0, 0]"
2011220110000200001000000,"[0.01726, 0, 0, 0, 0]"
2121121012220001100021000,"[0, 0, -1, 0, 0]"
2211000120000100001000020,"[0.0119, 0, 0, 0, 0]"
2211020120100100001000020,"[0.0119, 0, 0, 0, 0]"
2211020120101102001000020,"[0.0119, 0, 0, 0, 0]"
2211021120101102001020020,"[0, -1, 0, 0, 0]"
2121220120100102001010000,"[0, 0.01726, 0, 0, 0]"
2121222120112102101010000,"[0, 0, 0, 0, 0]"
2121222122112102101011000,"[0, 0, 0.0119, 0, 0]"
2121222122112102121011100,"[0, 0, 0, 0.0119, 0]"
2121222122112112121011120,"[0, 0, 0, 0, 0]"
1201121000220001100020000,"[0, 0.01726, 0, 0, 0]"
2111222210211001200010000,"[0, 0.06983, 0, 0, 0]"
2111222211211001200012000,"[0, 0, 0.0449, 0, 0]"
2111222211211201210012000,"[0, 0, 0, 0, 0]"
2111222211211211210012200,"[0, 0, 0, 0.0119, 0]"
2111222211211211212012210,"[0, 0, 0, 0, 0.0119]"
2101211011220121102221020,"[0, 0, -1, 0, 0]"
2021120110202201011000000,"[0, 0, 0, 0, 0]"
2221120111202201011000000,"[-1, 0, 0, 0, 0]"
2221221011110112002010020,"[0, 0.0119, 0, 0, 0]"
2221221011110112202011020,"[0, 0, -1, 0, 0]"
0221002110010000200001000,"[0, 0, 0, 0, 0]"
0221202111010000200001000,"[0.0119, 0, 0, 0, 0]"
2221202111010100200001000,"[0, 0, 0, 0, 0]"
2221202111011100202001000,"[-1, 0, 0, 0, 0]"
2221121210122102112010010,"[0, 0.0119, 0, 0, 0]"
2221121210122102112012110,"[0, 0, 0, 0, 0.0119]"
2221121212122112112012110,"[0, 0, 0, 0, 0.0119]"
2211122110100102002020010,"[0, 0.01785, 0, 0, 0]"
2211122110120102102020010,"[0, -1, 1, 0, 0]"
2211121210101102022000000,"[0, 0, 0, 0, 0]"
2211121212101112022010200,"[0, -1, 0, 0, 0]"
2111220110200100002000000,"[1, 0, 0, 0, 0]"
1201210012000100002000000,"[0.0119, 0, 0, 0, 0]"
1201211012200100002000000,"[0, 0, -1, 0, 0]"
1201122010220001100000000,"[0.0119, 0, 0, 0, 0]"
1201122010220101100020000,"[0, 0, 0, 0, 0]"
1211122010220101102020000,"[0, 0.0119, 0, 0, 0]"
1211122010220101102022010,"[0, 0, -1, 0, 0]"
2201211011000120002000000,"[0.02858, 0, 0, 0, 0]"
2211211211211121222021120,"[0, 0, 0, 0, 1]"
1121021010200201000020000,"[0, 0, 0, 0, 0]"
1121221010210201000020000,"[0, -1, 0, 0, 0]"
0111002200000000000000000,"[0, -1, 0, 0, 0]"
2221021110110000200000000,"[0, 0, -1, 0, 0]"
2121122210201201001010000,"[0, -1, 0, 0, 0]"
2101222012110102002010010,"[0, 0, 0, 0, 0]"
2101222012110122002110010,"[0, 0.0119, 0, 0, 0]"
2111222012110122202110010,"[0, -1, 0, 0, 0]"
2221210212201111012220111,"[0, -1, 0, 0, 0]"
2001220011100120002000010,"[0.0213, 0, 0, 0, 0]"
2201221011120122102210011,"[0, 0.0119, 0, 0, 0]"
2211221011120122102212011,"[0, 0, -1, 0, 0]"
2201111010220002000010000,"[0, 0, 0, 0, 0]"
2201111010220102200010000,"[0, -1, 0, 0, 0]"
2001210000100000000000000,"[0.0119, 0, 0, 0, 0]"
2001210010100002000000000,"[0.0119, 0, 0, 0, 0]"
2101210010100002000020000,"[0, 0.0119, 0, 0, 0]"
2101212010110002000020000,"[0, 0, 0, 0, 0]"
2101212012110102000020000,"[0, -1, 0, 0, 0]"
2221221012110112202011010,"[0, 0, 0, 0, 0.0119]"
2211121011220001000020000,"[0, -1, 0, 0, 0]"
2211121211220221100121000,"[0, 0, 0, -1, 0]"
1201122010110202000000000,"[0, 0, 0, 0, 0]"
1211122010110202002000000,"[0.0119, 0, 0, 0, 0]"
1211122010110202102020000,"[0, 0.0119, 0, 0, 0]"
1211122010110202102022010,"[0, 0, -1, 0, 0]"
2221121012120112102221011,"[0, 0, -1, 0, 0]"
2211121012200101002020010,"[0, 0, 0, 0, 0]"
2211121012210121002020010,"[0, -1, 0, 0, 0]"
2211122012110102202011000,"[0, 0, -1, -0.37293, 0]"
2201201010010000000000000,"[0.0119, 0, 0, 0, 0]"
2211221010010000000000000,"[0, 0, 0, 0, 0]"
2211221010210001000000000,"[-1, 0, 0, 0, 0]"
1221020110102000000000000,"[0.0119, 0, 0, 0, 0]"
1221020110102102000000000,"[0, 0, -1, 0, 0]"
2101122010110002000020000,"[0, 0.0119, 0, 0, 0]"
2101122010110002200021000,"[0, 0, 0.0119, 0, 0]"
2121122010110102200021000,"[0, 0, -1, 0, 0]"
2211221110201101022020010,"[0, -1, 0, 0, 0]"
2211121220211101121022120,"[0, 0, 0, 0, -1]"
2111221112121112122022000,"[0, 0, -1, 0, 0]"
2101222012210101000010000,"[0, 0, 0, 0, -1]"
2211220212201111012020110,"[0, -1, 0, 0, 0]"
2021120210101202001000010,"[0.0119, 0, 0, 0, 0]"
2121120210101202001020010,"[0, 0.0119, 0, 0, 0]"
2121220212101102012010010,"[0, -1, 0, 0, 0]"
2121220212101122012110010,"[0, 0.0119, 0, 0, 0]"
2121222212101122012110110,"[0, 0.0119, 0, 0, 0]"
2121222212121122012110111,"[0, -1, 0, 0, 0]"
2100011000220001000000000,"[0.0119, 0, 0, 0, 0]"
2101011000220001000020000,"[0, 0, 0, 0, 0]"
2101011020220001100020000,"[0, 0, 0, 0, 0]"
2101211020220101100020000,"[0, 0, 0, 0, 0]"
2101211022220111100020000,"[0, 0.0119, 0, 0, 0]"
2101211022220111101022000,"[0, 0, 0.0119, 0, 0]"
2121211122220111101022000,"[0, 0, -1, 0, 0]"
2101022010210001100020000,"[0, 0.0119, 0, 0, 0]"
2101022010210101100022000,"[0, 0, -1, 0, 0]"
2101211011200221001020020,"[0, 0.0119, 0, 0, 0]"
2111211011220221001020020,"[0, -1, 0, 0, 0]"
2121022210110202201011010,"[0, 0, 0, 0, 0]"
2121122210112202201011010,"[0, 0, 1, 0, 0]"
2211211211220121202111020,"[0, 0, 0, 0, 0]"
2211211211222121202111021,"[0, 0, 0, 0, 0]"
2121021110200000000000000,"[0, 0, 0, 0, 0]"
2121021110202000010000000,"[1, 0, 0, 0, 0]"
2121210210000200001000010,"[0.0119, 0, 0, 0, 0]"
2121210210201200001000010,"[0.0119, 0, 0, 0, 0]"
2121210210201202011000010,"[0.0119, 0, 0, 0, 0]"
2121211210201202011020010,"[0, 0, 0, 0, 0]"
2121211210221202111020010,"[0, 0, 0, 0, 0]"
2121211211221202111022010,"[0, 0, 0, 0, 0]"
2121211211221212111022210,"[0, 0, 0, 0, -1]"
2221011210110102002010020,"[0, -1, 0, 0, 0]"
1211222012100102002010010,"[0, 0.0119, 0, 0, 0]"
1211222012120102102010010,"[0, 0.0119, 0, 0, 0]"
1211222012120112102012010,"[0, 0, -1, 0, 0]"
2121021110121102002020000,"[0, 0.0119, 0, 0, 0]"
2121221110121102002020010,"[0, 0, 0, 0, 0]"
2121221110121102122020010,"[0, -1, 0, 0, 0]"
2121100000000000000000000,"[0.25844, 0, 0, 0, 0]"
2121111020200102000000000,"[0.02618, 0, 0, 0, 0]"
2121111120200102000020000,"[0, 0.01785, 0, 0, 0]"
2121111120202102010020000,"[0, 0.0119, 0, 0, 0]"
2121111120222102110020000,"[0, 0.0119, 0, 0, 0]"
2121111121222102110022000,"[0, 0, 0.0119, 0, 0]"
2121111121222112110022200,"[0, 0, 0, -1, 0]"
2221021020110100001000000,"[0, 0, 0, 0, 0]"
2221221020110101001000000,"[0, 0, 0, 0, 0]"
2121210020100102001000000,"[0.0119, 0, 0, 0, 0]"
2121210021100102001020000,"[0, 0, 0, 0, 0]"
2121210221101102001020000,"[0, -1, 0, 0, 0]"
2201211011220102102012010,"[0, 0, -1, 0, 0]"
2201220011200101002010010,"[0, 0, 0, 0, 0]"
2221220111200101002010010,"[0, 0.0119, 0, 0, 0]"
2221222111201101002010010,"[0, -1, 0, 0, 0]"
2211121011220201101022000,"[0, 0, -1, -1, 0]"
1201022010100102000000000,"[0.0119, 0, 0, 0, 0]"
1201022010110102000020000,"[0, -1, 0, 0, 0]"
2212021110120102001010020,"[0, 0, 0, 0, 0]"
2212121112120112201010020,"[0, 0, 0, 0, 0]"
2212121112122112211010020,"[0, 0.0119, 0, 0, 0]"
2212121112122112211012120,"[0, 0, 0, 0, 0.0119]"
2121102120000100000000000,"[0.0119, 0, 0, 0, 0]"
2121122120010100000000000,"[0, 0, 0, 0, 0]"
2121122122011100000000000,"[-1, 0, 0, 0, 0]"
2211121020100102001020000,"[0, 0, 0, 0, 0]"
2211121022110102001020000,"[0, 0.0119, 0, 0, 0]"
2211121022110112201020000,"[0, 0, 0, 0, 0]"
2211121222110112201020010,"[0, -1, 0, 0, 0]"
2101122012210021100120000,"[0, -1, 0, 0, 0]"
2101221012100112002200010,"[0.0119, 0, 0, 0, 0]"
2101221012100112002220011,"[0, 0.0119, 0, 0, 0]"
2111221012120112002220011,"[0, 0.0119, 0, 0, 0]"
2111221012120112202221011,"[0, 0, 0.0119, 0, 0]"
2111221212121112202221011,"[0, 0, 1, 0, 0]"
2221021110201100002000010,"[1, 0, 0, 0, 0]"
1211221210211102210012200,"[0, 0, 0, 0.01785, 0]"
1211221211211102212012200,"[0, 0, 0, -1, 0]"
2221012010110102002010000,"[0, 0.0119, 0, 0, 0]"
2221112010110102202010000,"[0, 0.0119, 0, 0, 0]"
2221112010110102202012010,"[0, 0, -1, 0, 0]"
2211221212101101012020210,"[0, 0.0119, 0, 0, 0]"
2211221212121101112020210,"[0, 0, 0, 0, 0]"
2211221212121121112120210,"[0, 0.0119, 0, 0, 0]"
1121121000120002000020000,"[0, 0.0119, 0, 0, 0]"
1121121000120002200021000,"[0, 0, 0, 0, 0]"
1121121102120002200021000,"[0, 0, 0.0119, 0, 0]"
1121121112122002200021000,"[0, 0, 0.0119, 0, 0]"
1121121112122012220021000,"[0, 0, 0, 0, 0]"
1121121112122212220021100,"[0, 0, 0, 1, 0]"
2211221121120102201012010,"[0, 0, 1, 0, 0]"
2111022110110202201022010,"[0, 0, -1, 0, 0]"
2221121112122112122011000,"[0, 0, 0, 0, 0]"
2221121211121122202011010,"[0, 0, 1, 0, 0]"
2021100210000100000000000,"[-1, 0, 0, 0, 0]"
2101221012200101002000010,"[0.01785, 0, 0, 0, 0]"
2111221012200101002020010,"[0, 0.0119, 0, 0, 0]"
2111221012220101102020010,"[0, 0, 0, 0, 0]"
2111221012220121102120010,"[0, 0, 0, 0, 0]"
2111221012220121102122011,"[0, 0, 0, 0, 0]"
2111221212221121102122011,"[0, 0, 0.0119, 0, 0]"
2111000020000100002000000,"[-1, 0, 0, 0, 0]"
2221121011110122002020010,"[0, 0.0119, 0, 0, 0]"
2221121011110122202021010,"[0, 0, -1, 0, 0]"
2011200120000100001000020,"[0.02321, 0, 0, 0, 0]"
2011220120001100001000020,"[0, 0, 0, 0, 0]"
2111220120201100001000020,"[1, 0, 0, 0, 0]"
2111022120000100001000020,"[0, 0, 0, 0, 0]"
2111222120100100001000020,"[0, 0, 0, 0, 0]"
2111222120102100011000020,"[0, 0, 0, 0, 0]"
2111222120102102011000120,"[0, 0, 0, 0, 0]"
2111222120122102111000120,"[0.0119, 0, 0, 0, 0]"
2111222120122102111021120,"[0, 0, 0, 0, 0]"
2111222122122112111021120,"[0, 0, 0, 0, 0.0119]"
2101222010210101102020010,"[0, 0, -1, 0, 0]"
2211211010220201101022010,"[0, 0, 0.02321, 0, 0]"
2211211210221201101022010,"[0, 0, 0.01785, 0, 0]"
2211211211221201121022010,"[0, 0, 0.4619, 0, 0]"
2211211211221211121022210,"[0, 0, 0, 0, 1]"
2211111211201102022010220,"[0, 0.0119, 0, 0, 0]"
2211111211221112022010220,"[0, 1, 0, 0, 0]"
2001210012200201001010000,"[0, 0.0119, 0, 0, 0]"
2201210012200201001010010,"[0, 0.0119, 0, 0, 0]"
2201212012210201001010010,"[0, 0, 0, 0, 0]"
2201212012210201201011010,"[0, 0, -1, 0, 0]"
2211221112122112102211012,"[0, 0, -1, 0, 0]"
2110022000100001000000000,"[0, 0, 0, 0, 0]"
2110022000110001000020000,"[0, 0.0119, 0, 0, 0]"
2111022000110001200020000,"[0, -1, 0, 0, 0]"
2201121012210111202020010,"[0, -0.17929, -1, 0, 0]"
2211121012210111202220010,"[0, 0.0119, 0, 0, 0]"
2211121012210111202222011,"[0, 0, -1, 0, 0]"
0211102000000000000000000,"[0.0119, 0, 0, 0, 0]"
2211102001000000000000000,"[0.0119, 0, 0, 0, 0]"
2211122011000000000000000,"[0, 0, 0, 0, 0]"
2211122011010200000000000,"[0, 0, 0, 0, 0]"
2211122111010200200000000,"[0.0119, 0, 0, 0, 0]"
2211122111211200200000000,"[0, -1, 0, 0, 0]"
2221012110110102100022000,"[0, 0, 0.0119, 0, 0]"
2221112110112102100022000,"[0, 0, -1, 0, 0]"
2211022110000100000000000,"[-1, 0, 0, 0, 0]"
2221120210101102012010000,"[0, -1, 0, 0, 0]"
2201221012110112102212001,"[0, 0, -0.4381, 0, 0]"
2201112000100000000000000,"[0.0119, 0, 0, 0, 0]"
2201112000110002000000000,"[0, 0, 0, 0, 0]"
2201112000110002200010000,"[0, 0, 0, 0, 0]"
2201112002110002200011000,"[0, 0, 0, 0, 0]"
2201112002110022200111000,"[0, 0, 0.0119, 0, 0]"
2221112102110022200111000,"[0, 0, 0.0119, 0, 0]"
2221112102112022210111000,"[0, 0, 0.0119, 0, 0]"
2221112102112022210111201,"[0, 0, 0, 0, 0]"
2221112122112122210111201,"[0, 0, 0, 1, 0]"
2021120120200100001000010,"[1, 0, 0, 0, 0]"
2211011010200101002020020,"[0, 0.0119, 0, 0, 0]"
2211011010220101102020020,"[0, -1, 0, 0, 0]"
2221122010110001100020000,"[0, -1, 0, 0, 0]"
2011120210101102022020010,"[0, 0, -1, 0, 0]"
2211021210110102202011020,"[0, 0, 0.0119, 0, 0]"
2211021210112102212011020,"[0, 0, 0.0119, 0, 0]"
2211121210112102212011220,"[0, 0, 0, 0, 0]"
2211121212112112212011220,"[0, 0, 0, 0, 0.0119]"
2221121112112112112212020,"[0, 0, 0.0119, 0, 0]"
2211121010210101202022010,"[0, 0, -0.04304, 0, -1]"
2111221011110112202222000,"[0, 0, -1, 0, 0]"
2211221011210101002020000,"[0, 0.0119, 0, 0, 0]"
2211221211210111202021000,"[0, 0, -1, 0, 0]"
2101122021210101201000020,"[0.0119, 0, 0, 0, 0]"
2101122021210121201121020,"[0, 0, -1, 0, 0]"
2101221012210001000000000,"[0, 0, 0, 0, -1]"
0021200121000120001000000,"[0.0119, 0, 0, 0, 0]"
2021200121000120001000010,"[0.0119, 0, 0, 0, 0]"
2021220121001120001000010,"[0, 0, 0, 0, 0]"
2221220121101120001000010,"[0.0119, 0, 0, 0, 0]"
2221220121101122011000010,"[0, 0, 0, 0, 0]"
2221220121101122011210010,"[0, -1, 0, 0, 0]"
2121010210002100000000000,"[-1, 0, 0, 0, 0]"
2211222110110102202010010,"[0, -1, 0, 0, 0]"
2121122012110122102110020,"[0, 0.0119, 0, 0, 0]"
2121122012110122102112021,"[0, 0, -1, 0, 0]"
1211222110120202101012000,"[0, 0, 0.0119, 0, 0]"
1211222110122202111012000,"[0, 0, 0.0119, 0, 0]"
1211222110122202111012210,"[0, 0, 0, 0, 0.0119]"
1211222112122212111012210,"[0, 0, 0, 0, 0]"
2201200011000100002000010,"[0.026, 0, 0, 0, 0]"
2021120210101100012000020,"[0.0119, 0, 0, 0, 0]"
2021120210101102012010020,"[0, 0.0119, 0, 0, 0]"
2221121210101102012010020,"[0, -1, 0, 0, 0]"
2221121010120202001010010,"[0, 0, 0, 0, 0]"
2221121010120202201011010,"[0, 0, 0.0119, 0, 0]"
2221121211120202201011010,"[0, 0, 0, 0, 0]"
2221121211121222201011010,"[0, 0, -1, 0, 0]"
1121122010200002000010000,"[0, 0.0119, 0, 0, 0]"
1121122010220002100010000,"[0, 0.0119, 0, 0, 0]"
